curated_path,category,authority,sensitivity,status,note,original_path,size_bytes,sha256
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/05-social-media/sentra-social-avatar-dark-1024.png,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/05-social-media/sentra-social-avatar-dark-1024.png,33179,b1b64dcb78b771124181e792439e5a3a6074e61567725e6f541e401ff5234e53
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/05-social-media/sentra-social-avatar-light-1024.png,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/05-social-media/sentra-social-avatar-light-1024.png,33154,41472f1282fc0822211b6fa46a38ea271e5e0873f8262a08a46610a2702a657e
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/05-social-media/sentra-x-header-1500x500.png,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/05-social-media/sentra-x-header-1500x500.png,17443,796b94d7638d36fcb50a242cb3691c51c614b7be0e9b7549976f90a08b18c5fd
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/05-social-media/sentra-x-profile-400.png,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/05-social-media/sentra-x-profile-400.png,12172,435e2eb69651f844169f6ede65f11eff0ae346920882f849632d9ec3b8075201
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/05-social-media/sentra-youtube-banner-2560x1440.png,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/05-social-media/sentra-youtube-banner-2560x1440.png,33469,9a0c75e57e6f2f917e2af5fb12bca7913d76a66b60ef1d0477cf76b7a882cd04
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/05-social-media/sentra-youtube-profile-800.png,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/05-social-media/sentra-youtube-profile-800.png,25628,eea35e934f645212a1109c5e1d29f886ebe70db705e2fcbba55a0fcfba7a9a10
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/05-social-media/sentra-youtube-thumbnail-template-1280x720.png,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/05-social-media/sentra-youtube-thumbnail-template-1280x720.png,18933,3285e49a408dcebe3f77c911faa97ea2ecd49e4cdee9f99e014ac2bce7324dfb
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/06-promotion/sentra-onepager-master-a4.svg,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/06-promotion/sentra-onepager-master-a4.svg,12291,e15228adc4a37e9f911bc59f2bb7d8e73f3a61dd743c6a964ac7003234ccaf7e
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/06-promotion/sentra-poster-master-a3.svg,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/06-promotion/sentra-poster-master-a3.svg,12286,970eb872a83d53f0da60f0fe6789bc82b45d3fac7df6efd2f9abe10ac42468b7
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/06-promotion/sentra-presentation-cover-1920x1080.svg,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/06-promotion/sentra-presentation-cover-1920x1080.svg,12298,44f5f114383d2641d893db78a949db11eb0478c47dfe6706011f294919899a9b
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/06-promotion/sentra-proposal-cover-a4.svg,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/06-promotion/sentra-proposal-cover-a4.svg,12295,e8d347a90d666b1b36b642546409271e6c26046ea67ced4f688da6aa07b68b8b
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/07-app-and-digital-product/sentra-app-icon-dark-1024.png,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/07-app-and-digital-product/sentra-app-icon-dark-1024.png,32941,e0f1551cb95ec71d29b39588af28a8c4ddfdc772ef13273e67ed030a759f3f6b
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/07-app-and-digital-product/sentra-app-icon-light-1024.png,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/07-app-and-digital-product/sentra-app-icon-light-1024.png,32824,559e3ac95a67c84fa088586b8a7513509cbc7572db6662e7628ca15d14d61516
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/07-app-and-digital-product/sentra-app-icon-monochrome.svg,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/07-app-and-digital-product/sentra-app-icon-monochrome.svg,11802,ae97e5770ebd1b5515f76538eb63d6b5a7dd50a3534cd1cdbeda93bc2afa331d
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/07-app-and-digital-product/sentra-product-ui-logo-black.svg,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/07-app-and-digital-product/sentra-product-ui-logo-black.svg,12025,c8110062ebca51da1b28f6dac10359ae331c4acf78b5d45aa8ce763d7a62b081
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/07-app-and-digital-product/sentra-product-ui-logo-white.svg,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/07-app-and-digital-product/sentra-product-ui-logo-white.svg,12025,50af07d57a3ce62df3c74e53745d5d1f083a7cf384bd811e6849d7a6a355b191
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/07-app-and-digital-product/sentra-pwa-icon-192.png,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/07-app-and-digital-product/sentra-pwa-icon-192.png,5300,4279c68658a7af81224b56f21ffd9cd3eb178ad1bcf9bebc3b8d9a58d3a617f7
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/07-app-and-digital-product/sentra-pwa-icon-512.png,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/07-app-and-digital-product/sentra-pwa-icon-512.png,15459,8f9a997bcd537d323311f6ede064f10fc880e531119991c0a0c2f501d6a40e2e
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/07-app-and-digital-product/sentra-pwa-maskable-512.png,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/07-app-and-digital-product/sentra-pwa-maskable-512.png,12963,92891cbd7f9dd39def6ac7709d315540e2263c9f0d7026a013c9344d36e31b11
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/08-sub-brands-and-features/sentra-feature-badge-template.svg,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/08-sub-brands-and-features/sentra-feature-badge-template.svg,315,c956f6aed40fdca4d3d881d34608cc047f75f256d262a2da652eb716b7003638
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/08-sub-brands-and-features/sentra-feature-lockup-template.svg,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/08-sub-brands-and-features/sentra-feature-lockup-template.svg,11993,baa9b488a2c986abf97c554ff663d170365c8e13a6ebd37b990e53c4a706ff6f
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/08-sub-brands-and-features/sentra-product-icon-framework.svg,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/08-sub-brands-and-features/sentra-product-icon-framework.svg,1858,be96c6265bfa384f13915471dcb59f2fbc34c743175bb968b9ab3ad20e2c4c47
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/08-sub-brands-and-features/sentra-subbrand-lockup-template.svg,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/08-sub-brands-and-features/sentra-subbrand-lockup-template.svg,12058,6b99a8517f21b1e3630700bc0b87ba1eebb50821949403b223ea948e615f3852
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/09-partners-and-ecosystem/sentra-cobrand-horizontal-template.svg,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/09-partners-and-ecosystem/sentra-cobrand-horizontal-template.svg,12350,62d92d3b97a32850353e40fd045e325e69d8882e7de54bac35cb65c97b6e113c
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/09-partners-and-ecosystem/sentra-partner-logo-strip-template.svg,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/09-partners-and-ecosystem/sentra-partner-logo-strip-template.svg,671,df072243ccaff53bee31c29fdc7406dcf2fba9ffcc9b695dd2c9e306bc892085
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/09-partners-and-ecosystem/sentra-powered-by-lockup-black.svg,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/09-partners-and-ecosystem/sentra-powered-by-lockup-black.svg,12086,4058ee03ab713d1a5308292dd450a69496138f6d8f37dd24540fd95cec5a071d
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/09-partners-and-ecosystem/sentra-powered-by-lockup-white.svg,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/09-partners-and-ecosystem/sentra-powered-by-lockup-white.svg,12086,662c3ac703f39bada59c6c8f3b8c72de605a6ec66334b5e83e1bfeb6154fa1c9
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/10-brand-guidelines/sentra-brand-asset-index.csv,Corporate Brand,BRAND GUIDANCE / INDEX,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/10-brand-guidelines/sentra-brand-asset-index.csv,25508,a8bfd38af0ce7f070ed542702f0fc5267086ea33e0e6c5a9f70219d8cc2535d4
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/10-brand-guidelines/sentra-brand-asset-index.md,Corporate Brand,BRAND GUIDANCE / INDEX,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/10-brand-guidelines/sentra-brand-asset-index.md,10556,a75ff27ea4698b1f263c003cb6b5e5ea9ad2736d223698da35dc678f42ab741f
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/10-brand-guidelines/sentra-brand-guidelines-v1.md,Corporate Brand,BRAND GUIDANCE / INDEX,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/10-brand-guidelines/sentra-brand-guidelines-v1.md,1675,e9fdef9fdd6b4a0d88f86d98f0c62b5033e12270ca09d59308901d183d1d2805
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/10-brand-guidelines/sentra-brand-guidelines-v1.pdf,Corporate Brand,BRAND GUIDANCE / INDEX,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/10-brand-guidelines/sentra-brand-guidelines-v1.pdf,115464,43b9d26638fa5a1dd8703eb8c1e30649f863fefc369c81f789258fabafc6b9a7
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/10-brand-guidelines/sentra-color-specification.md,Corporate Brand,BRAND GUIDANCE / INDEX,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/10-brand-guidelines/sentra-color-specification.md,988,57fc8568bb8848aa821640487c423d48fb37014c47a749a50f978eba023c2556
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/10-brand-guidelines/sentra-logo-usage-guide.md,Corporate Brand,BRAND GUIDANCE / INDEX,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/10-brand-guidelines/sentra-logo-usage-guide.md,983,f82ca813bda9700c0d52856aa396bd2fd5194bad5d7cb207484708a7c8768a65
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/10-brand-guidelines/sentra-typography-guide.md,Corporate Brand,BRAND GUIDANCE / INDEX,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/10-brand-guidelines/sentra-typography-guide.md,383,6bb615b24951c98c6c6ad2c41a64eadf5166ff752de0e08622a625f0c53d6ea2
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/11-preview-and-mockups/sentra-cross-platform-preview.png,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/11-preview-and-mockups/sentra-cross-platform-preview.png,62519,b3052511e222b571e28088b5a7f41b9125077c2b8d71926dde068f66c37b3262
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/11-preview-and-mockups/sentra-logo-background-test.png,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/11-preview-and-mockups/sentra-logo-background-test.png,53156,0b1879157ed7ee24d8373025d890ba09db5dcaae407a249b69173ce046119fb7
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/11-preview-and-mockups/sentra-logo-review-board.png,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/11-preview-and-mockups/sentra-logo-review-board.png,76636,759a6304e5727c5d441f5f7bd7f0d9401097a96b130cfac0468fbe90b58e1779
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/11-preview-and-mockups/sentra-logo-small-size-test.png,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/11-preview-and-mockups/sentra-logo-small-size-test.png,55396,ed4c71ffe0d943db1eb128c4fa9a5fcdde2a26f0613dc1f64b2b7a0b50a31fdc
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/12-archive/readme.md,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/12-archive/readme.md,93,48b7df0a4705ad09588303d19e7979698efd48033ed16a0d1300ad928d6df81f
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/13-monorepo/safrs.png,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/13-monorepo/safrs.png,886996,d358244d9573ecf72f8eda395b8380ceae03dccbae4e5e325bde61d53645e943
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/brand.png,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/brand.png,1036696,1639f15d5bc771023057b21e781f7591c32cc541a855bcee47bed0406d04232b
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/manifest.csv,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/manifest.csv,11192,960e752f538ac87141a675846e67f25cd792a8efcfa567b0390f1707807cf82e
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/readme.md,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/readme.md,955,cef0abca93775c9b80a73303b5de0123e80771793adf5c4c65a60dde672a857e
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/sha256sums.txt,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/sha256sums.txt,10668,2154044ec8e4f6b80c82dbd4bd3b680ab04f0f0db8b42a5dc6660e571cb717b2
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/third-party-notice.md,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/third-party-notice.md,312,edb55821bd756961bb19d7a2f4b7c608d532de9bf9cb4c16ce31f043dba1dce6
06_CORPORATE_BRAND/01_Sentra_Brand_System_v1.0/version.txt,Corporate Brand,BRAND PACKAGE ASSET,GREEN,MIXED: APPROVED / REVIEW,Preserved original package path to protect manifest/reference integrity.,brand/version.txt,72,4c7561c09426b3a6a4da989091d056b72d9c5a62b30bebee04cd751d97e1ea36
07_DESIGN_SYSTEMS/01_Sentraverse_UI_Tokens/DESIGN-NOTES.md,Design System / Sentraverse,WORKING DESIGN REFERENCE,AMBER,CURRENT,Preserved original package path.,token_sentraverse/DESIGN-NOTES.md,7137,2bd17f286102e6f26a414be12be36e130f080f349070233ede43e13571ca088a
07_DESIGN_SYSTEMS/01_Sentraverse_UI_Tokens/IMPLEMENTATION.md,Design System / Sentraverse,WORKING DESIGN REFERENCE,AMBER,CURRENT,Preserved original package path.,token_sentraverse/IMPLEMENTATION.md,6471,7c1e00e77f4f051e486ed37a6cbb7673580fe046b6806557e1db86bc3da13310
07_DESIGN_SYSTEMS/01_Sentraverse_UI_Tokens/INSTALL.md,Design System / Sentraverse,WORKING DESIGN REFERENCE,AMBER,CURRENT,Preserved original package path.,token_sentraverse/INSTALL.md,2166,7698c23047a37b443d0db59cdaf3dc2ff803c33a457854a5c8eca83c89cf47ba
07_DESIGN_SYSTEMS/01_Sentraverse_UI_Tokens/UI-RULES.md,Design System / Sentraverse,WORKING DESIGN REFERENCE,AMBER,CURRENT,Preserved original package path.,token_sentraverse/UI-RULES.md,8817,4cece32c7795cebb86c3d67709dfb00933f1499c334d284833a19e460e6c5d08
07_DESIGN_SYSTEMS/01_Sentraverse_UI_Tokens/assets/sentra-mark.svg,Design System / Sentraverse,WORKING DESIGN REFERENCE,AMBER,CURRENT,Preserved original package path.,token_sentraverse/assets/sentra-mark.svg,508,00fb9151a1011e03d44a3aaa149a8b5ed0305cb647f3932ad7456ab74c72cf85
07_DESIGN_SYSTEMS/01_Sentraverse_UI_Tokens/reference/01-design-system.html,Design System / Sentraverse,WORKING DESIGN REFERENCE,AMBER,CURRENT,Preserved original package path.,token_sentraverse/reference/01-design-system.html,45360,432b6fcf93751328e80fd8024a19381c64fcf2ffa705e98fb0574c2496ab69cb
07_DESIGN_SYSTEMS/01_Sentraverse_UI_Tokens/reference/02-patterns.html,Design System / Sentraverse,WORKING DESIGN REFERENCE,AMBER,CURRENT,Preserved original package path.,token_sentraverse/reference/02-patterns.html,43843,e3c860bd1f7c6527e2b31a4b3580699219b12786f4dbe593e887b69a0c148763
07_DESIGN_SYSTEMS/01_Sentraverse_UI_Tokens/reference/03-brand-mark.html,Design System / Sentraverse,WORKING DESIGN REFERENCE,AMBER,CURRENT,Preserved original package path.,token_sentraverse/reference/03-brand-mark.html,28628,9eb6ba5a25dc857358416e99ed04e7e3307b1d4810f4c5a7596ac7c29776b8cd
07_DESIGN_SYSTEMS/01_Sentraverse_UI_Tokens/reference/04-runs-index.html,Design System / Sentraverse,WORKING DESIGN REFERENCE,AMBER,CURRENT,Preserved original package path.,token_sentraverse/reference/04-runs-index.html,31077,0ac28d1e8c7e069a170dd939d4def37ef5e160a92bfc2be6ecfc1aedbc2667fe
07_DESIGN_SYSTEMS/01_Sentraverse_UI_Tokens/reference/05-run-detail.html,Design System / Sentraverse,WORKING DESIGN REFERENCE,AMBER,CURRENT,Preserved original package path.,token_sentraverse/reference/05-run-detail.html,30890,bebed597aedd2a4a0b968d57729168d48bc3da92c7084f9f02c8f985ee10d2b2
07_DESIGN_SYSTEMS/01_Sentraverse_UI_Tokens/reference/06-button-lab.html,Design System / Sentraverse,WORKING DESIGN REFERENCE,AMBER,CURRENT,Preserved original package path.,token_sentraverse/reference/06-button-lab.html,17858,ea405cdbba6ba16afd50e8d5eed9937a208852775d0e858dbc81f849a233fb7c
07_DESIGN_SYSTEMS/01_Sentraverse_UI_Tokens/scope.txt,Design System / Sentraverse,WORKING DESIGN REFERENCE,AMBER,CURRENT,Preserved original package path.,token_sentraverse/scope.txt,552,2d83b0d4f2bcadb42c9beba6857f394dc6fdb22138d4eab611b273ce5980bb99
07_DESIGN_SYSTEMS/01_Sentraverse_UI_Tokens/ui-debt.txt,Design System / Sentraverse,WORKING DESIGN REFERENCE,AMBER,CURRENT,Preserved original package path.,token_sentraverse/ui-debt.txt,1097,a3ce253f7e776e2c6c24b22d214756c21debdcabccb3408e03309247a08b4001
07_DESIGN_SYSTEMS/01_Sentraverse_UI_Tokens/vendored-ui.txt,Design System / Sentraverse,WORKING DESIGN REFERENCE,AMBER,CURRENT,Preserved original package path.,token_sentraverse/vendored-ui.txt,1122,6dbcaa4bce5b17ce8a4ea82a4e0d30e0dae4a9effc2aa44be87609a9148217c8
07_DESIGN_SYSTEMS/01_Sentraverse_UI_Tokens/vendored.txt,Design System / Sentraverse,WORKING DESIGN REFERENCE,AMBER,CURRENT,Preserved original package path.,token_sentraverse/vendored.txt,974,e3989f131cdad0f04bbf26fa7c996e85e204ce3e6ff287d6a3c58ef8bb04bbae
